"Year","Team","Runs","OppRuns","AtBat","Hits","Doubles","Triples","HomeRuns","RBI","SacHits","SacFlies","HitByPitch","Walks","Intentional","StrikeOuts","Stolen","Caught","GroundDP","CatchInter","LOB","NumPitchers","IndivER","TeamER","Wild","Balks","PutOut","Assists","Errors","PassBalls","DBPLays","TriPlays","OppAtBat","OppHits","OppDoubles","OppTriples","OppHomeRuns","OppRBI","OppSacHits","OppSacFlies","OppHitByPitch","OppWalks","OppIntentional","OppStrikeOuts","OppStolen","OppCaught","OppGroundDP","OppCatchInter","OppLOB","OppNumPitchers","OppIndivER","OppTeamER","OppWild","OppBalks","OppPutOut","OppAssists","OppErrors","OppPassBalls","OppDBPLays","OppTriPlays","Attendance","Wins","Losses"
"1970","BAL",792,574,5545,1424,213,25,179,748,64,46,44,717,64,952,84,39,110,0,1262,390,517,517,44,5,4436,1695,117,12,149,0,5493,1317,197,37,139,546,70,44,23,469,40,941,55,43,113,1,1090,475,706,706,51,7,4362,1592,129,10,133,0,1027904,108,54
"1970","BOS",786,722,5535,1450,252,28,203,743,34,47,40,594,47,855,50,48,137,1,1149,446,626,622,70,5,4339,1617,155,13,131,0,5531,1391,250,24,156,676,59,30,44,594,49,1003,74,35,104,1,1198,453,720,720,64,5,4316,1730,144,22,171,0,1594593,87,75
"1970","CAL",631,630,5532,1391,197,40,114,598,69,37,29,447,56,922,69,27,119,1,1115,476,566,566,52,10,4387,1782,127,27,169,1,5403,1280,186,24,154,589,63,32,43,559,67,922,78,41,136,0,1083,439,559,559,47,6,4369,1753,117,12,140,0,1098557,86,76
"1970","CHA",633,822,5514,1394,192,20,123,587,51,48,42,477,41,872,53,33,132,0,1145,442,725,725,64,4,4291,2046,165,27,189,0,5557,1554,227,29,164,762,71,44,44,556,67,762,106,43,153,0,1159,422,548,545,55,3,4354,1769,141,22,157,0,494411,56,106
"1970","CHN",806,679,5491,1424,228,44,179,761,75,36,20,607,65,844,39,16,110,0,1130,367,600,600,40,4,4305,1788,137,19,146,0,5475,1402,235,49,143,633,66,43,25,475,59,1000,71,48,121,2,1102,449,741,741,53,1,4293,1647,100,15,142,0,1642523,84,78
"1970","CIN",775,681,5540,1498,253,45,191,726,58,48,29,547,70,984,115,52,119,5,1178,414,595,593,43,9,4334,1860,150,11,173,0,5466,1370,264,36,118,622,67,30,29,592,73,843,46,38,146,0,1169,417,705,705,56,9,4274,1724,153,6,146,0,1812230,102,60
"1970","CLE",649,675,5462,1358,197,23,183,617,76,46,37,503,42,909,25,36,118,1,1111,474,629,629,53,4,4354,1745,133,23,168,1,5389,1333,183,24,163,626,74,36,40,689,62,1076,57,58,141,3,1202,431,598,598,56,3,4365,1721,124,14,150,0,728209,76,86
"1970","DET",666,731,5377,1282,207,38,148,619,83,49,34,656,56,825,29,30,133,1,1186,450,658,658,56,5,4342,1638,133,15,143,0,5555,1443,214,19,153,697,57,49,35,623,31,1045,68,51,111,0,1246,476,581,581,37,2,4348,1781,132,20,164,0,1481364,79,83
"1970","HOU",744,763,5574,1446,250,47,129,694,63,43,27,598,81,911,114,40,144,1,1186,464,685,685,91,5,4368,1688,140,12,146,0,5618,1491,254,44,131,711,64,37,41,577,45,942,78,58,119,0,1206,412,665,665,52,11,4376,1757,154,19,163,0,1247444,79,83
"1970","KCA",611,705,5503,1341,202,41,97,572,63,27,21,514,42,957,97,53,125,1,1074,430,615,615,56,5,4391,1717,152,16,163,0,5439,1346,214,38,138,649,92,47,34,641,29,915,98,61,129,0,1157,447,542,542,45,9,4444,1892,116,16,165,1,692986,65,97
"1970","LAN",749,684,5606,1515,233,67,87,695,72,50,24,541,67,841,138,57,114,0,1185,388,620,619,49,7,4376,1771,134,17,135,0,5565,1394,195,23,164,639,63,34,34,496,49,880,106,29,107,0,1132,412,687,685,47,9,4359,1860,146,17,146,1,1697141,87,74
"1970","MIL",613,751,5395,1305,202,24,126,571,115,32,36,592,54,986,91,73,131,3,1162,446,676,674,46,3,4340,1723,136,9,142,0,5478,1397,217,38,146,707,80,46,45,587,68,895,104,50,123,1,1146,438,527,526,48,6,4398,1864,151,15,154,0,935496,65,98
"1970","MIN",744,605,5483,1438,230,41,153,694,79,38,42,501,65,905,57,52,132,0,1103,431,520,520,38,4,4345,1633,122,11,131,0,5450,1329,194,37,130,561,55,43,37,486,51,940,55,48,106,1,1122,455,667,666,53,2,4296,1782,154,11,165,0,1251837,98,64
"1970","MON",687,807,5411,1284,211,35,136,646,107,35,39,659,64,972,65,45,106,0,1219,447,721,721,49,6,4316,1757,141,12,192,0,5494,1434,212,51,162,750,47,40,49,716,76,914,78,46,156,1,1224,417,599,595,66,2,4345,1668,161,21,130,0,1424449,73,89
"1970","NYA",680,612,5492,1381,208,41,111,627,60,46,25,588,48,808,105,61,116,0,1152,402,531,530,32,2,4415,1943,130,12,146,0,5566,1386,190,28,130,566,62,38,26,451,54,776,41,42,125,0,1116,432,599,599,54,3,4379,1746,160,19,156,0,1136873,94,69
"1970","NYN",695,630,5443,1358,211,42,120,640,74,48,26,684,60,1062,118,54,139,0,1211,390,561,561,48,7,4379,1529,124,6,136,0,5410,1260,227,39,135,597,80,42,26,575,96,1064,64,42,110,1,1125,437,634,634,47,6,4369,1675,137,21,171,0,2697456,83,79
"1970","OAK",678,593,5376,1338,208,24,171,630,73,36,36,584,55,977,131,68,120,0,1118,471,529,529,56,3,4328,1678,141,12,155,0,5356,1253,188,28,134,555,66,31,34,542,45,859,72,41,126,0,1108,425,589,588,57,3,4309,1777,147,10,149,0,778436,89,73
"1970","PHI",594,730,5456,1299,224,58,101,553,62,37,25,519,59,1066,72,64,133,3,1093,438,677,677,52,7,4383,1574,113,19,134,0,5595,1483,249,51,132,671,75,53,33,538,51,1047,122,46,102,0,1181,381,512,512,35,4,4415,1836,147,18,159,0,708247,73,88
"1970","PIT",729,664,5637,1522,235,70,130,676,53,53,44,444,82,871,66,34,118,0,1177,450,598,596,35,3,4361,1917,137,20,195,1,5437,1386,197,59,106,623,64,34,36,625,85,990,64,54,165,1,1172,411,636,636,56,7,4325,1769,153,18,136,0,1342007,89,73
"1970","SDN",681,788,5494,1353,208,36,172,629,83,29,39,500,46,1164,60,45,110,1,1093,441,700,699,40,5,4321,1721,159,3,159,0,5544,1483,243,50,149,729,75,57,38,611,92,886,95,46,130,1,1217,371,601,601,57,7,4372,1545,139,18,146,0,633369,63,99
"1970","SFN",831,826,5578,1460,257,35,165,773,66,40,56,729,95,1005,84,27,144,0,1275,415,729,729,76,7,4373,1797,169,30,153,0,5658,1514,212,50,156,765,70,43,30,604,57,931,113,30,119,3,1209,437,739,736,63,7,4363,1721,134,14,172,0,740404,86,76
"1970","SLN",744,747,5689,1497,218,51,113,688,52,40,26,569,65,961,117,47,138,2,1199,440,665,665,66,7,4427,1832,150,20,159,0,5637,1483,220,49,102,694,82,51,22,632,102,960,86,46,137,1,1251,456,657,657,51,9,4435,1868,156,24,165,0,1627777,76,86
"1970","WS2",626,689,5460,1302,184,28,138,583,44,38,46,635,68,989,72,42,133,0,1196,478,615,615,51,5,4373,1962,116,12,174,0,5457,1375,232,47,139,655,62,50,27,611,75,823,55,49,139,1,1146,443,571,570,51,6,4401,1772,112,18,156,1,824750,70,92
"1971","ATL",643,699,5575,1434,192,30,153,597,91,44,28,434,72,747,57,46,121,0,1105,386,614,614,56,7,4424,1820,145,33,181,0,5672,1529,217,42,152,655,92,32,28,485,65,823,84,35,148,2,1188,417,589,589,53,2,4424,1809,142,16,145,2,1006320,82,80
"1971","BAL",742,530,5303,1382,207,25,158,702,85,37,46,672,69,844,66,38,127,0,1216,335,472,470,37,2,4246,1703,112,16,149,0,5268,1257,189,21,125,498,65,32,18,416,37,793,56,52,122,0,1023,421,676,673,51,5,4185,1584,108,11,145,0,1033035,101,57
"1971","BOS",691,667,5401,1360,246,28,161,650,75,47,32,552,46,871,51,34,146,0,1096,409,614,611,37,0,4329,1624,116,18,150,0,5505,1424,223,35,136,627,71,35,42,535,52,871,78,31,121,2,1194,420,617,614,44,6,4320,1865,137,12,173,1,1682829,85,77
"1971","CAL",511,576,5495,1271,213,18,96,477,83,31,29,441,61,827,72,34,141,0,1100,405,511,511,60,4,4443,1902,131,24,159,0,5417,1246,178,21,101,538,68,40,36,607,71,904,84,49,124,0,1149,384,438,436,30,3,4468,1808,131,15,161,0,926253,76,86
"1971","CHA",617,597,5382,1346,185,30,138,568,81,38,51,562,45,870,83,65,103,0,1143,421,504,503,43,5,4351,1874,160,32,128,0,5465,1348,198,32,100,543,81,46,29,468,38,976,101,47,107,0,1141,422,558,558,47,3,4354,1660,109,14,138,0,832388,79,83
"1971","CHN",637,648,5438,1401,202,34,128,603,92,40,34,527,65,772,44,32,144,1,1177,364,579,579,38,6,4332,1837,126,18,150,0,5557,1458,222,43,132,608,62,38,26,411,53,900,81,52,124,0,1114,384,575,575,43,2,4318,1753,119,13,165,0,1653007,83,79
"1971","CIN",586,581,5414,1306,203,28,138,542,69,25,27,438,52,907,59,33,139,3,1049,417,538,538,33,4,4332,1862,103,11,175,0,5334,1298,226,31,112,549,98,27,27,501,68,750,50,30,139,1,1075,361,506,501,42,3,4341,1805,143,22,166,1,1501125,79,83
"1971","CLE",543,747,5468,1303,200,20,109,507,66,29,31,467,44,868,57,37,128,0,1135,487,684,684,66,8,4320,1734,116,18,159,0,5370,1352,218,21,154,700,86,52,48,770,69,936,72,51,130,0,1259,389,491,489,49,2,4383,1746,132,18,148,0,591298,60,102
"1971","DET",701,645,5502,1399,214,38,179,652,62,37,55,540,70,854,35,43,130,1,1128,427,593,593,40,5,4405,1741,106,12,156,0,5496,1355,217,28,126,617,76,38,49,609,32,1000,81,42,132,0,1218,445,632,632,48,2,4368,1729,120,23,160,0,1591037,91,71
"1971","HOU",585,567,5492,1319,230,52,71,547,65,41,29,478,44,888,101,51,105,0,1099,407,512,512,64,3,4415,1772,107,18,152,2,5470,1318,201,39,75,532,77,39,60,475,52,914,69,44,119,0,1140,379,508,508,50,5,4420,1828,128,18,139,0,1260897,79,83
"1971","KCA",603,566,5295,1323,225,40,80,573,45,59,25,490,54,819,130,46,125,0,1074,425,513,513,41,1,4261,1819,132,11,181,0,5273,1301,198,34,84,523,80,40,36,496,21,775,66,44,147,1,1099,397,554,554,43,6,4235,1765,110,15,153,0,910784,85,76
"1971","LAN",663,587,5523,1469,213,38,95,630,72,50,21,489,62,755,77,40,140,1,1165,349,521,521,43,4,4349,1865,131,14,159,0,5446,1363,189,34,110,549,80,44,19,399,25,853,77,42,131,0,1052,405,610,610,39,6,4328,1793,134,15,169,0,2064549,89,73
"1971","MIL",534,609,5185,1188,160,23,104,496,107,39,30,543,40,924,82,53,103,1,1095,399,532,532,32,4,4249,1699,138,9,154,1,5268,1303,194,34,130,568,65,49,27,569,78,795,56,71,127,0,1118,391,462,461,47,3,4276,1858,119,29,123,0,731533,69,92
"1971","MIN",654,670,5414,1406,197,31,116,618,64,57,25,512,61,846,66,44,158,1,1143,412,601,600,42,3,4250,1616,118,12,134,0,5385,1384,202,43,139,633,72,43,40,529,58,895,73,43,113,1,1150,422,581,581,45,4,4276,1771,144,13,182,0,940848,74,86
"1971","MON",622,729,5335,1312,197,29,88,567,102,40,78,543,58,800,51,43,136,0,1152,377,657,656,62,3,4303,1810,150,12,164,0,5443,1418,214,43,133,674,61,39,31,658,73,829,88,43,140,1,1201,402,523,523,51,8,4324,1931,135,26,166,0,1293053,72,90
"1971","NYA",648,641,5413,1377,195,43,97,607,77,56,37,581,58,717,75,55,140,0,1164,351,556,554,48,3,4356,1989,125,10,159,0,5486,1382,203,26,126,596,66,48,23,423,73,708,38,41,142,0,1049,423,586,586,36,2,4352,1856,120,18,178,0,1074518,81,81
"1971","NYN",588,550,5477,1365,203,29,98,546,91,35,28,547,59,958,89,43,147,0,1176,373,488,487,41,3,4399,1584,114,13,135,0,5409,1227,195,41,100,516,65,35,40,529,63,1157,77,29,114,0,1129,400,526,526,37,3,4414,1834,124,20,173,1,2266660,83,79
"1971","OAK",691,564,5494,1383,195,25,160,642,80,38,37,542,54,1017,80,54,113,1,1145,388,500,498,37,4,4408,1651,116,17,158,0,5380,1229,176,23,131,536,70,34,33,501,57,999,76,33,132,1,1047,432,593,593,51,4,4356,1746,157,15,143,0,907835,101,60
"1971","PHI",558,688,5538,1289,209,35,123,522,55,45,34,499,56,1031,63,39,99,1,1165,415,607,607,53,2,4412,1951,122,27,158,0,5501,1396,253,35,132,652,93,49,37,525,39,838,110,60,129,2,1107,373,489,489,42,2,4449,1585,116,12,131,0,1511073,67,95
"1971","PIT",788,599,5674,1555,223,61,154,744,62,49,29,469,73,919,65,31,120,2,1158,391,537,537,37,2,4383,1833,133,17,164,1,5556,1426,178,29,108,567,68,40,31,470,78,813,42,44,133,0,1183,431,711,709,62,5,4339,1757,156,25,150,0,1501132,97,65
"1971","SDN",486,610,5366,1250,184,31,96,447,87,19,25,438,42,966,70,45,133,0,1084,398,516,515,66,7,4313,1763,161,5,145,1,5413,1351,202,43,93,559,82,40,28,559,80,923,95,53,121,2,1200,350,424,423,47,4,4366,1937,135,15,161,0,549075,61,100
"1971","SFN",706,644,5461,1348,224,36,140,653,69,37,37,654,86,1042,101,36,126,1,1215,414,539,536,42,5,4364,1745,179,23,153,0,5470,1324,184,31,128,582,68,54,30,471,49,831,74,24,130,1,1086,406,628,628,65,4,4338,1679,138,20,151,0,1119834,90,72
"1971","SLN",739,699,5610,1542,225,54,95,686,63,59,25,543,67,757,124,53,139,1,1196,437,630,628,56,6,4401,1784,142,24,154,0,5632,1482,224,46,104,641,72,47,38,576,91,911,54,36,121,1,1266,420,649,649,60,8,4366,1915,143,13,174,0,1604431,90,73
"1971","WS2",537,660,5290,1219,189,30,86,500,58,35,28,575,58,957,68,45,127,1,1149,474,581,581,43,6,4256,1780,141,23,170,0,5329,1376,230,33,132,613,83,46,45,554,74,762,84,44,144,0,1141,387,473,473,35,5,4301,1744,124,19,153,0,655156,64,95
"1972","ATL",628,730,5278,1363,186,17,144,593,55,38,35,532,44,770,47,35,133,0,1158,375,655,655,69,8,4131,1633,155,36,130,0,5309,1412,209,39,155,675,74,44,26,512,55,732,99,37,105,2,1106,363,565,565,73,4,4152,1691,124,13,162,0,752970,70,85
"1972","BAL",519,430,5028,1153,193,29,100,483,65,40,36,507,57,935,78,41,116,0,1042,321,387,386,35,2,4115,1661,100,6,151,0,4985,1116,162,22,85,407,75,23,15,395,52,788,43,44,120,0,948,360,456,456,23,0,4114,1501,105,19,147,1,899948,80,74
"1972","BOS",640,620,5208,1289,229,34,124,594,56,48,37,522,49,858,66,30,111,1,1106,371,538,533,32,2,4148,1635,130,10,141,1,5212,1309,209,25,101,582,81,31,39,512,49,918,66,40,111,0,1107,408,566,564,42,4,4126,1647,143,17,146,0,1434336,85,70
"1972","CAL",454,533,5165,1249,171,26,78,420,66,25,25,358,52,850,57,37,125,1,1044,347,469,469,49,3,4133,1614,114,21,135,1,4985,1109,165,17,90,502,80,34,28,620,53,1000,102,44,107,2,1083,346,391,391,35,4,4142,1716,138,13,147,0,744140,75,80
"1972","CHA",566,538,5083,1208,170,28,108,528,68,25,34,511,69,991,100,53,111,0,1037,402,480,480,47,2,4156,1715,135,23,136,0,5174,1269,197,27,94,501,81,30,27,431,29,936,75,60,104,0,1049,402,499,495,46,2,4118,1551,138,12,143,0,1198654,87,67
"1972","CHN",685,567,5247,1346,206,40,133,633,67,43,28,565,78,815,69,47,125,1,1099,353,500,500,32,4,4196,1891,131,12,148,1,5285,1329,188,31,112,525,77,31,34,421,56,824,95,46,119,0,1085,409,620,619,53,6,4167,1667,121,13,163,1,1299163,86,70
"1972","CIN",707,557,5241,1317,214,44,124,650,65,54,37,606,85,914,140,63,109,3,1113,393,504,504,42,1,4238,1680,110,5,143,0,5311,1313,225,26,129,526,61,35,20,435,62,806,31,39,116,0,1067,420,635,635,53,5,4186,1670,140,17,133,0,1612695,95,59
"1972","CLE",472,519,5207,1220,186,18,91,440,83,33,26,420,62,762,49,52,111,0,1060,411,465,458,43,4,4230,1740,116,16,158,0,5196,1232,184,26,123,485,73,34,40,534,93,846,68,43,124,1,1129,364,415,415,38,0,4237,1784,129,14,142,0,759774,72,84
"1972","DET",558,514,5099,1206,179,32,122,531,74,34,31,483,65,793,17,21,125,0,1025,404,457,457,42,0,4165,1626,96,14,137,0,5127,1212,192,19,101,487,76,33,47,465,41,952,87,46,102,0,1069,386,509,505,51,3,4138,1591,115,11,148,0,1901845,86,70
"1972","HOU",708,636,5267,1359,233,38,134,659,62,51,32,524,69,907,111,55,100,0,1096,398,579,579,59,4,4156,1687,116,17,151,0,5237,1340,215,25,114,593,77,40,38,498,33,971,100,37,133,0,1098,402,612,611,77,4,4132,1747,161,16,125,1,1464244,84,69
"1972","KCA",580,545,5167,1317,220,26,78,546,72,38,34,534,57,711,85,44,134,4,1118,396,497,497,37,3,4144,1783,115,17,164,1,5157,1293,210,49,85,507,69,37,30,405,33,801,87,42,142,3,1009,400,514,513,45,1,4151,1754,116,11,167,0,706756,76,78
"1972","LAN",584,527,5270,1349,178,39,98,543,89,40,24,480,53,786,82,38,120,1,1124,331,434,434,44,3,4209,1819,162,12,145,0,5209,1196,187,34,83,477,85,37,34,429,36,856,79,37,118,1,1059,372,525,525,43,6,4196,1748,126,10,152,0,1860498,85,70
"1972","MIL",493,595,5124,1204,167,22,88,461,78,30,29,472,42,868,64,57,144,0,1031,372,534,534,41,1,4175,1622,139,10,146,0,5229,1289,182,21,116,563,70,39,33,486,82,740,65,43,124,0,1087,385,437,437,43,3,4209,1879,123,13,173,0,600419,65,91
"1972","MIN",537,535,5234,1277,182,31,93,506,73,28,35,478,53,905,53,41,129,0,1097,357,444,441,26,5,4198,1729,158,7,133,0,5164,1188,183,29,105,488,71,34,37,444,42,838,69,48,107,1,1018,394,481,481,30,1,4214,1766,122,7,158,1,807571,77,77
"1972","MON",513,609,5156,1205,156,22,91,461,108,30,49,474,55,828,68,66,96,3,1078,373,560,559,48,8,4204,1810,134,11,141,1,5224,1281,180,34,103,566,44,40,26,579,60,888,73,67,114,1,1101,370,436,436,47,9,4229,1772,127,13,124,0,1142244,70,86
"1972","NYA",557,527,5168,1288,202,24,103,526,74,31,29,491,47,689,71,41,111,1,1116,343,466,466,47,1,4120,1890,134,10,180,0,5175,1306,179,29,87,494,73,29,30,419,61,625,42,34,152,0,1079,407,500,498,41,4,4121,1664,127,19,137,0,967715,79,76
"1972","NYN",528,578,5135,1154,175,31,105,490,86,39,34,589,70,990,41,41,128,0,1121,363,514,513,56,2,4244,1543,115,7,122,0,5260,1263,210,33,118,537,77,44,30,486,63,1059,60,61,91,0,1075,372,472,472,36,4,4234,1699,129,16,156,0,2134194,83,73
"1972","OAK",604,457,5200,1248,195,29,134,565,100,36,47,463,55,886,87,48,111,2,1038,391,409,409,29,2,4253,1695,129,14,147,0,5185,1170,174,24,96,423,62,34,19,418,41,862,72,39,124,2,1010,403,530,528,44,5,4206,1707,140,16,144,0,927544,93,62
"1972","PHI",503,635,5248,1240,200,36,98,469,69,36,22,487,50,930,42,50,104,0,1106,419,571,570,51,8,4200,1698,116,15,142,0,5242,1318,247,55,117,593,71,50,29,536,75,927,87,45,110,4,1097,338,452,452,39,3,4253,1632,102,12,130,0,1343323,59,97
"1972","PIT",691,512,5490,1505,251,47,110,654,52,50,25,404,69,871,49,30,110,2,1142,360,442,441,34,3,4243,1740,136,6,171,0,5282,1282,177,20,90,478,64,35,29,433,60,838,54,41,150,2,1090,400,626,625,39,5,4190,1673,161,16,136,1,1427460,96,59
"1972","SDN",488,665,5213,1181,168,38,102,452,90,25,15,407,53,976,78,46,97,0,1006,423,588,588,66,11,4211,1623,144,12,146,1,5300,1350,175,37,121,611,84,48,40,618,90,960,98,46,108,0,1214,330,423,422,42,4,4256,1773,139,11,118,0,643273,58,95
"1972","SFN",662,649,5245,1281,211,36,150,600,64,39,30,480,42,964,123,45,108,0,1018,374,570,569,53,6,4159,1677,156,10,120,0,5228,1309,191,45,130,594,81,40,31,507,57,771,87,53,92,0,1079,378,598,598,59,8,4178,1613,147,12,131,0,645578,69,86
"1972","SLN",568,600,5326,1383,214,42,70,518,58,36,27,437,61,793,104,48,141,1,1100,372,533,532,53,5,4199,1674,141,18,146,0,5229,1290,188,51,87,547,70,37,21,531,82,912,91,55,115,1,1090,380,486,484,46,5,4217,1790,139,12,175,0,1196894,75,81
"1972","TEX",461,628,5029,1092,166,17,56,424,84,34,30,503,40,926,126,73,98,1,1033,478,540,539,44,4,4124,1640,166,14,149,0,5123,1258,223,28,92,585,82,44,48,613,72,868,77,55,109,1,1159,338,388,386,34,2,4185,1790,136,10,125,1,667287,54,100
"1973","ATL",799,774,5631,1497,219,34,206,758,65,46,34,608,66,870,84,40,112,0,1196,449,690,690,50,5,4386,1827,166,23,142,0,5570,1467,222,30,144,716,68,60,28,575,65,803,126,62,120,1,1142,461,718,716,48,3,4389,1684,133,11,136,0,802848,76,86
"1973","BAL",754,561,5537,1474,229,48,119,692,58,49,43,648,49,752,146,64,127,0,1241,302,501,498,42,1,4385,1919,119,8,176,2,5411,1297,206,31,124,536,50,33,20,475,35,715,70,54,141,0,1043,380,674,673,58,8,4340,1757,147,14,153,0,960307,97,65
"1973","BOS",738,647,5513,1472,235,30,147,692,54,44,31,581,49,799,114,45,143,0,1191,306,585,584,25,2,4321,1721,127,5,163,0,5464,1417,192,24,158,606,56,39,32,499,35,808,72,45,141,0,1122,342,664,660,48,3,4294,1785,140,12,168,0,1483301,89,73
"1973","CAL",629,657,5505,1395,183,29,93,595,60,45,34,509,42,816,59,47,137,0,1153,326,577,572,56,6,4369,1747,156,16,150,0,5494,1351,210,28,104,604,64,42,41,614,30,1010,105,40,125,1,1230,341,558,558,55,1,4371,1824,141,11,172,0,1057631,79,83
"1973","CHA",652,705,5475,1400,228,38,111,598,50,42,32,537,31,952,83,73,146,0,1109,338,625,624,40,2,4368,1873,146,36,165,0,5585,1484,236,34,110,654,52,43,38,574,19,848,110,57,131,0,1219,347,583,583,55,3,4374,1829,120,18,173,0,1315260,77,85
"1973","CHN",614,655,5363,1322,201,21,117,570,75,37,20,575,77,855,65,58,144,0,1129,410,584,584,46,4,4313,1941,157,8,155,0,5505,1471,205,30,128,608,75,41,30,438,67,885,78,53,127,2,1123,413,537,532,46,4,4327,1767,110,14,171,0,1351971,77,84
"1973","CIN",741,621,5505,1398,232,34,137,686,78,51,31,639,74,947,148,55,117,0,1188,429,562,557,36,8,4419,1840,115,13,162,0,5514,1389,268,35,135,594,98,34,29,518,90,801,43,33,137,0,1153,443,666,666,57,2,4375,1756,156,19,138,0,2017821,99,63
"1973","CLE",680,826,5592,1429,205,29,158,636,40,44,32,471,26,793,60,68,124,0,1076,368,746,746,90,3,4394,1903,137,27,178,1,5662,1532,241,39,172,775,49,31,39,602,67,883,110,47,149,1,1164,343,610,609,53,4,4423,1870,136,15,158,0,605066,71,91
"1973","DET",642,674,5508,1400,213,32,157,592,48,31,39,509,47,722,28,30,145,0,1167,373,627,627,48,2,4343,1719,112,10,144,0,5550,1468,223,34,154,635,52,33,30,493,37,911,107,71,111,0,1141,321,562,559,45,4,4326,1765,152,17,176,1,1724146,85,77
"1973","HOU",681,672,5532,1391,216,35,134,634,83,36,33,469,72,962,92,48,135,2,1094,430,614,608,54,5,4382,1670,116,15,140,0,5521,1389,234,24,111,622,73,38,29,575,64,907,102,43,118,0,1182,391,581,577,48,4,4380,1788,167,19,152,0,1393998,82,80
"1973","KCA",755,752,5508,1440,239,40,114,703,49,47,26,644,44,696,105,69,137,0,1178,375,678,675,43,6,4348,1920,168,10,192,0,5577,1521,247,35,114,707,49,46,33,617,75,790,86,49,165,1,1223,377,667,667,58,6,4341,1837,146,15,171,0,1345441,88,74
"1973","LAN",675,565,5604,1473,219,29,110,622,81,57,28,497,92,795,109,50,123,0,1163,374,497,497,48,4,4473,1890,125,24,166,0,5498,1270,190,20,129,530,82,30,29,461,38,961,74,36,145,0,1062,432,595,593,48,6,4429,1887,171,9,156,0,2139452,96,66
"1973","MIL",708,731,5526,1399,229,40,145,669,61,35,42,563,44,977,110,66,115,1,1130,379,643,643,58,7,4362,1758,149,10,170,0,5571,1476,213,34,119,689,43,42,28,623,54,671,81,73,129,0,1213,359,636,636,59,3,4390,1740,135,19,148,1,1092244,74,88
"1973","MIN",738,692,5625,1521,240,44,120,688,34,40,34,598,49,954,87,46,150,1,1248,352,608,608,61,5,4355,1769,139,19,147,0,5561,1443,205,35,115,644,48,47,36,519,16,879,93,54,122,0,1164,364,641,640,59,1,4346,1795,156,9,175,0,907499,81,81
"1973","MON",668,702,5369,1345,190,23,125,613,115,28,44,695,76,777,77,67,144,4,1232,434,601,599,59,6,4355,1871,163,24,156,1,5426,1356,201,36,128,645,85,47,31,681,74,866,76,51,130,1,1214,428,591,588,49,3,4355,1954,147,22,182,0,1246863,79,83
"1973","NYA",641,610,5492,1435,212,17,131,616,27,34,22,489,34,680,47,43,144,0,1133,305,530,530,45,1,4283,1951,157,12,169,0,5419,1379,191,31,109,556,46,49,26,457,50,708,61,52,142,0,1104,330,578,575,42,2,4290,1742,109,17,171,0,1262039,80,82
"1973","NYN",608,588,5457,1345,198,24,85,553,108,36,23,540,54,805,27,22,147,1,1170,355,533,531,39,1,4395,1694,126,8,140,0,5491,1345,208,25,127,550,83,39,23,490,67,1027,67,43,115,1,1144,413,526,526,43,5,4387,1857,135,16,174,0,1914695,82,79
"1973","OAK",758,615,5507,1431,216,28,147,714,67,53,35,595,53,919,128,57,118,1,1165,365,532,532,52,5,4372,1712,137,12,163,0,5441,1311,195,36,143,576,40,43,30,494,27,797,54,60,132,0,1061,366,667,667,42,5,4335,1863,177,17,150,1,1000045,94,68
"1973","PHI",642,717,5546,1381,218,29,134,592,56,45,33,476,68,979,51,47,90,1,1147,419,643,642,61,2,4342,1753,134,19,179,0,5452,1435,248,51,131,665,87,38,32,632,97,919,65,60,148,0,1182,408,553,553,50,4,4368,1668,146,17,111,0,1475932,71,91
"1973","PIT",704,693,5608,1465,257,44,154,664,60,40,27,432,73,842,23,30,130,3,1107,446,600,599,44,4,4352,1840,151,8,156,0,5520,1426,203,30,110,640,78,38,40,564,86,839,84,39,128,4,1199,428,640,638,55,1,4359,1753,132,26,151,0,1318558,80,82
"1973","SDN",548,770,5457,1330,198,26,112,516,73,33,21,401,46,966,88,36,115,1,1086,431,661,661,53,3,4290,1793,170,14,152,0,5474,1461,208,38,157,710,88,52,27,548,82,845,84,44,122,3,1132,358,487,487,40,6,4352,1810,142,12,144,1,612005,60,102
"1973","SFN",739,702,5537,1452,212,52,161,684,75,37,35,590,82,913,112,52,113,0,1193,414,613,612,59,5,4357,1743,163,15,138,0,5606,1442,211,26,145,644,57,41,30,485,59,787,103,34,111,0,1160,424,655,655,64,5,4342,1732,166,17,145,0,834415,88,74
"1973","SLN",643,603,5478,1418,240,35,75,592,89,50,29,531,82,796,100,46,149,0,1151,426,528,528,46,5,4382,1712,158,27,149,0,5510,1366,202,41,105,560,84,38,30,486,73,867,74,53,118,0,1163,418,577,577,47,9,4383,1918,139,16,175,0,1573906,81,81
"1973","TEX",619,844,5488,1397,195,29,110,574,45,50,27,503,27,791,91,52,132,0,1134,403,737,737,62,3,4290,1702,161,9,162,0,5541,1514,265,43,130,787,44,66,44,680,50,831,109,58,130,0,1241,322,549,549,48,3,4360,1887,149,10,164,0,686162,57,105
"1974","ATL",661,563,5533,1375,202,37,120,599,109,42,24,571,78,772,72,44,124,0,1213,378,501,500,33,9,4423,1824,131,31,161,0,5503,1343,220,23,97,514,74,39,26,488,55,772,107,50,132,1,1145,436,554,554,48,7,4405,1800,173,10,149,0,981083,89,74
