"GameDate","Attendance","GameCode","GameDay","VisitTeam","VisitLeague","HomeTeam","HomeLeague","HomeGameNum","VisitScore","HomeScore","DayNight","GameMinutes","GameYear","GameMonth","Winner","WinTeam"
1994-07-17,33529,0,"Sun","MIL","AL","MIN","AL",90,5,3,"D",157,"1994","07","VISIT","MIL"
1994-08-01,27712,0,"Mon","BAL","AL","MIN","AL",104,1,0,"N",177,"1994","08","VISIT","BAL"
1994-08-02,21364,0,"Tue","BAL","AL","MIN","AL",105,10,0,"N",151,"1994","08","VISIT","BAL"
1994-08-03,25190,0,"Wed","BAL","AL","MIN","AL",106,3,4,"D",147,"1994","08","HOME","MIN"
1994-08-04,26413,0,"Thu","NYA","AL","MIN","AL",107,9,2,"N",195,"1994","08","VISIT","NYA"
1994-08-05,26270,0,"Fri","NYA","AL","MIN","AL",108,12,3,"N",182,"1994","08","VISIT","NYA"
1994-08-06,27332,0,"Sat","NYA","AL","MIN","AL",109,4,10,"N",172,"1994","08","HOME","MIN"
1994-08-07,27623,0,"Sun","NYA","AL","MIN","AL",110,6,7,"D",190,"1994","08","HOME","MIN"
1994-08-08,22733,0,"Mon","BOS","AL","MIN","AL",111,2,5,"N",177,"1994","08","HOME","MIN"
1994-08-09,21429,0,"Tue","BOS","AL","MIN","AL",112,3,4,"N",233,"1994","08","HOME","MIN"
1994-08-10,23492,0,"Wed","BOS","AL","MIN","AL",113,7,17,"N",217,"1994","08","HOME","MIN"
1995-04-27,26426,0,"Thu","BAL","AL","MIN","AL",2,4,7,"N",207,"1995","04","HOME","MIN"
1995-04-28,21259,0,"Fri","BAL","AL","MIN","AL",3,9,12,"N",208,"1995","04","HOME","MIN"
1995-04-29,23997,0,"Sat","BAL","AL","MIN","AL",4,13,7,"N",182,"1995","04","VISIT","BAL"
1995-04-30,16302,0,"Sun","BAL","AL","MIN","AL",5,6,3,"D",183,"1995","04","VISIT","BAL"
1995-05-02,8862,0,"Tue","KCA","AL","MIN","AL",6,4,3,"N",138,"1995","05","VISIT","KCA"
1995-05-03,8738,0,"Wed","KCA","AL","MIN","AL",7,9,10,"N",214,"1995","05","HOME","MIN"
1995-05-04,11935,0,"Thu","KCA","AL","MIN","AL",8,6,0,"D",163,"1995","05","VISIT","KCA"
1995-05-12,11460,0,"Fri","OAK","AL","MIN","AL",15,5,9,"N",160,"1995","05","HOME","MIN"
1995-05-13,14917,0,"Sat","OAK","AL","MIN","AL",16,13,5,"N",185,"1995","05","VISIT","OAK"
1995-05-14,10034,0,"Sun","OAK","AL","MIN","AL",17,12,3,"D",173,"1995","05","VISIT","OAK"
1995-05-15,9407,0,"Mon","CAL","AL","MIN","AL",18,6,9,"N",215,"1995","05","HOME","MIN"
1995-05-16,8937,0,"Tue","CAL","AL","MIN","AL",19,9,6,"N",216,"1995","05","VISIT","CAL"
1995-05-17,9339,0,"Wed","CAL","AL","MIN","AL",20,3,7,"N",176,"1995","05","HOME","MIN"
1995-05-18,15203,0,"Thu","CAL","AL","MIN","AL",21,15,9,"D",226,"1995","05","VISIT","CAL"
1995-05-19,14639,0,"Fri","SEA","AL","MIN","AL",22,6,8,"N",145,"1995","05","HOME","MIN"
1995-05-20,13762,0,"Sat","SEA","AL","MIN","AL",23,10,6,"N",193,"1995","05","VISIT","SEA"
1995-05-21,12918,0,"Sun","SEA","AL","MIN","AL",24,5,2,"D",151,"1995","05","VISIT","SEA"
1995-05-26,10876,0,"Fri","TEX","AL","MIN","AL",28,6,5,"N",156,"1995","05","VISIT","TEX"
1995-05-27,13473,0,"Sat","TEX","AL","MIN","AL",29,3,1,"N",178,"1995","05","VISIT","TEX"
1995-05-28,14284,0,"Sun","TEX","AL","MIN","AL",30,4,2,"D",154,"1995","05","VISIT","TEX"
1995-06-06,12125,0,"Tue","MIL","AL","MIN","AL",38,13,5,"N",206,"1995","06","VISIT","MIL"
1995-06-07,12418,0,"Wed","MIL","AL","MIN","AL",39,6,3,"N",163,"1995","06","VISIT","MIL"
1995-06-08,11304,0,"Thu","DET","AL","MIN","AL",40,2,9,"N",146,"1995","06","HOME","MIN"
1995-06-09,13980,0,"Fri","DET","AL","MIN","AL",41,6,5,"N",192,"1995","06","VISIT","DET"
1995-06-10,17516,0,"Sat","DET","AL","MIN","AL",42,7,5,"N",197,"1995","06","VISIT","DET"
1995-06-11,15364,0,"Sun","DET","AL","MIN","AL",43,8,2,"D",139,"1995","06","VISIT","DET"
1995-06-26,16956,0,"Mon","CHA","AL","MIN","AL",55,6,5,"N",186,"1995","06","VISIT","CHA"
1995-06-27,15397,0,"Tue","CHA","AL","MIN","AL",56,8,6,"N",203,"1995","06","VISIT","CHA"
1995-06-28,15982,0,"Wed","CHA","AL","MIN","AL",57,4,3,"D",162,"1995","06","VISIT","CHA"
1995-06-29,17116,0,"Thu","CLE","AL","MIN","AL",58,10,5,"N",189,"1995","06","VISIT","CLE"
1995-06-30,27416,0,"Fri","CLE","AL","MIN","AL",59,4,1,"N",185,"1995","06","VISIT","CLE"
1995-07-01,18820,0,"Sat","CLE","AL","MIN","AL",60,5,6,"N",173,"1995","07","HOME","MIN"
1995-07-02,16790,0,"Sun","CLE","AL","MIN","AL",61,7,0,"D",164,"1995","07","VISIT","CLE"
1995-07-06,11934,0,"Thu","BOS","AL","MIN","AL",65,4,6,"N",172,"1995","07","HOME","MIN"
1995-07-07,12594,0,"Fri","BOS","AL","MIN","AL",66,5,4,"N",165,"1995","07","VISIT","BOS"
1995-07-08,14838,0,"Sat","BOS","AL","MIN","AL",67,5,9,"N",165,"1995","07","HOME","MIN"
1995-07-09,18574,0,"Sun","BOS","AL","MIN","AL",68,7,0,"D",165,"1995","07","VISIT","BOS"
1995-07-17,15415,0,"Mon","TOR","AL","MIN","AL",73,6,3,"N",163,"1995","07","VISIT","TOR"
1995-07-18,16534,0,"Tue","TOR","AL","MIN","AL",74,7,0,"D",158,"1995","07","VISIT","TOR"
1995-07-19,12786,0,"Wed","BAL","AL","MIN","AL",75,3,5,"N",194,"1995","07","HOME","MIN"
1995-07-20,16025,0,"Thu","BAL","AL","MIN","AL",76,2,5,"D",157,"1995","07","HOME","MIN"
1995-07-28,16001,0,"Fri","NYA","AL","MIN","AL",84,3,5,"N",150,"1995","07","HOME","MIN"
1995-07-29,19633,0,"Sat","NYA","AL","MIN","AL",85,4,2,"N",154,"1995","07","VISIT","NYA"
1995-07-30,42155,0,"Sun","NYA","AL","MIN","AL",86,7,4,"N",178,"1995","07","VISIT","NYA"
1995-08-04,16030,0,"Fri","KCA","AL","MIN","AL",90,12,4,"N",196,"1995","08","VISIT","KCA"
1995-08-05,15252,0,"Sat","KCA","AL","MIN","AL",91,8,13,"N",199,"1995","08","HOME","MIN"
1995-08-06,15267,0,"Sun","KCA","AL","MIN","AL",92,11,1,"D",137,"1995","08","VISIT","KCA"
1995-08-07,11459,0,"Mon","OAK","AL","MIN","AL",93,6,9,"N",194,"1995","08","HOME","MIN"
1995-08-08,13527,0,"Tue","OAK","AL","MIN","AL",94,3,5,"N",153,"1995","08","HOME","MIN"
1995-08-09,12677,0,"Wed","OAK","AL","MIN","AL",95,6,3,"N",198,"1995","08","VISIT","OAK"
1995-08-11,17667,0,"Fri","CAL","AL","MIN","AL",96,8,5,"N",188,"1995","08","VISIT","CAL"
1995-08-12,15868,0,"Sat","CAL","AL","MIN","AL",97,4,6,"N",176,"1995","08","HOME","MIN"
1995-08-13,35796,0,"Sun","CAL","AL","MIN","AL",98,2,1,"D",170,"1995","08","VISIT","CAL"
1995-08-14,16637,0,"Mon","SEA","AL","MIN","AL",99,6,2,"N",177,"1995","08","VISIT","SEA"
1995-08-15,12595,0,"Tue","SEA","AL","MIN","AL",100,6,7,"N",167,"1995","08","HOME","MIN"
1995-08-16,13426,0,"Wed","SEA","AL","MIN","AL",101,6,4,"N",175,"1995","08","VISIT","SEA"
1995-08-28,10052,0,"Mon","TEX","AL","MIN","AL",112,3,4,"N",177,"1995","08","HOME","MIN"
1995-08-29,9811,0,"Tue","TEX","AL","MIN","AL",113,0,2,"N",142,"1995","08","HOME","MIN"
1995-08-30,10055,0,"Wed","TEX","AL","MIN","AL",114,2,6,"D",152,"1995","08","HOME","MIN"
1995-09-01,11354,0,"Fri","MIL","AL","MIN","AL",115,5,9,"N",177,"1995","09","HOME","MIN"
1995-09-02,15605,0,"Sat","MIL","AL","MIN","AL",116,5,6,"N",152,"1995","09","HOME","MIN"
1995-09-03,13456,0,"Sun","MIL","AL","MIN","AL",117,7,6,"D",189,"1995","09","VISIT","MIL"
1995-09-04,10837,0,"Mon","MIL","AL","MIN","AL",118,6,9,"D",177,"1995","09","HOME","MIN"
1995-09-05,8358,0,"Tue","DET","AL","MIN","AL",119,6,4,"N",147,"1995","09","VISIT","DET"
1995-09-06,7845,0,"Wed","DET","AL","MIN","AL",120,1,9,"D",148,"1995","09","HOME","MIN"
1995-09-22,10443,0,"Fri","CHA","AL","MIN","AL",135,5,4,"N",196,"1995","09","VISIT","CHA"
1995-09-23,21007,0,"Sat","CHA","AL","MIN","AL",136,14,4,"N",184,"1995","09","VISIT","CHA"
1995-09-24,10719,0,"Sun","CHA","AL","MIN","AL",137,3,4,"D",144,"1995","09","HOME","MIN"
1995-09-25,8603,0,"Mon","CHA","AL","MIN","AL",138,1,6,"N",139,"1995","09","HOME","MIN"
1995-09-26,9825,0,"Tue","CLE","AL","MIN","AL",139,4,13,"N",177,"1995","09","HOME","MIN"
1995-09-27,9614,0,"Wed","CLE","AL","MIN","AL",140,9,6,"N",178,"1995","09","VISIT","CLE"
1995-09-28,9442,0,"Thu","CLE","AL","MIN","AL",141,12,4,"D",177,"1995","09","VISIT","CLE"
1996-04-01,30185,0,"Mon","DET","AL","MIN","AL",1,6,8,"D",174,"1996","04","HOME","MIN"
1996-04-02,20164,0,"Tue","DET","AL","MIN","AL",2,10,6,"N",187,"1996","04","VISIT","DET"
1996-04-03,12256,0,"Wed","DET","AL","MIN","AL",3,7,16,"D",171,"1996","04","HOME","MIN"
1996-04-05,22744,0,"Fri","BAL","AL","MIN","AL",4,2,1,"N",156,"1996","04","VISIT","BAL"
1996-04-06,22334,0,"Sat","BAL","AL","MIN","AL",5,3,8,"N",150,"1996","04","HOME","MIN"
1996-04-07,14580,0,"Sun","BAL","AL","MIN","AL",6,4,2,"D",166,"1996","04","VISIT","BAL"
1996-04-16,13103,0,"Tue","CLE","AL","MIN","AL",12,7,2,"N",164,"1996","04","VISIT","CLE"
1996-04-17,11276,0,"Wed","CLE","AL","MIN","AL",13,8,9,"N",192,"1996","04","HOME","MIN"
1996-04-19,20279,0,"Fri","NYA","AL","MIN","AL",14,1,7,"N",175,"1996","04","HOME","MIN"
1996-04-20,24586,0,"Sat","NYA","AL","MIN","AL",15,7,6,"N",194,"1996","04","VISIT","NYA"
1996-04-21,20115,0,"Sun","NYA","AL","MIN","AL",16,9,5,"D",180,"1996","04","VISIT","NYA"
1996-04-22,11340,0,"Mon","BOS","AL","MIN","AL",17,4,1,"N",179,"1996","04","VISIT","BOS"
1996-04-23,11533,0,"Tue","BOS","AL","MIN","AL",18,6,8,"D",181,"1996","04","HOME","MIN"
1996-04-29,10237,0,"Mon","KCA","AL","MIN","AL",24,6,11,"N",191,"1996","04","HOME","MIN"
1996-04-30,10503,0,"Tue","KCA","AL","MIN","AL",25,7,16,"N",188,"1996","04","HOME","MIN"
1996-05-01,11975,0,"Wed","KCA","AL","MIN","AL",26,5,6,"N",165,"1996","05","HOME","MIN"
1996-05-14,13483,0,"Tue","TOR","AL","MIN","AL",36,4,2,"N",170,"1996","05","VISIT","TOR"
1996-05-15,11793,0,"Wed","TOR","AL","MIN","AL",37,1,2,"N",127,"1996","05","HOME","MIN"
1996-05-16,13538,0,"Thu","TOR","AL","MIN","AL",38,1,4,"D",144,"1996","05","HOME","MIN"
1996-05-17,26733,0,"Fri","MIL","AL","MIN","AL",39,12,1,"N",162,"1996","05","VISIT","MIL"
1996-05-18,30593,0,"Sat","MIL","AL","MIN","AL",40,7,3,"N",178,"1996","05","VISIT","MIL"
1996-05-19,24411,0,"Sun","MIL","AL","MIN","AL",41,4,2,"D",140,"1996","05","VISIT","MIL"
1996-05-20,13376,0,"Mon","MIL","AL","MIN","AL",42,3,2,"N",142,"1996","05","VISIT","MIL"
1996-05-21,12323,0,"Tue","TEX","AL","MIN","AL",43,3,4,"N",184,"1996","05","HOME","MIN"
1996-05-22,17955,0,"Wed","TEX","AL","MIN","AL",44,6,5,"D",190,"1996","05","VISIT","TEX"
1996-06-03,10589,0,"Mon","CAL","AL","MIN","AL",54,3,9,"N",186,"1996","06","HOME","MIN"
1996-06-04,10899,0,"Tue","CAL","AL","MIN","AL",55,3,5,"N",163,"1996","06","HOME","MIN"
1996-06-05,10639,0,"Wed","CAL","AL","MIN","AL",56,3,14,"N",194,"1996","06","HOME","MIN"
1996-06-07,14999,0,"Fri","OAK","AL","MIN","AL",57,6,4,"N",216,"1996","06","VISIT","OAK"
1996-06-08,0,1,"Sat","OAK","AL","MIN","AL",58,2,4,"D",157,"1996","06","HOME","MIN"
1996-06-08,22164,2,"Sat","OAK","AL","MIN","AL",59,13,7,"N",211,"1996","06","VISIT","OAK"
1996-06-09,13291,0,"Sun","OAK","AL","MIN","AL",60,3,5,"N",163,"1996","06","HOME","MIN"
1996-06-10,17134,0,"Mon","SEA","AL","MIN","AL",61,6,13,"N",171,"1996","06","HOME","MIN"
1996-06-11,14395,0,"Tue","SEA","AL","MIN","AL",62,18,8,"N",197,"1996","06","VISIT","SEA"
1996-06-12,15830,0,"Wed","SEA","AL","MIN","AL",63,5,3,"N",179,"1996","06","VISIT","SEA"
1996-06-14,22831,0,"Fri","DET","AL","MIN","AL",64,5,4,"N",188,"1996","06","VISIT","DET"
1996-06-15,17099,0,"Sat","DET","AL","MIN","AL",65,6,4,"N",166,"1996","06","VISIT","DET"
1996-06-16,20641,0,"Sun","DET","AL","MIN","AL",66,1,4,"D",163,"1996","06","HOME","MIN"
1996-06-24,20488,0,"Mon","NYA","AL","MIN","AL",73,0,3,"N",160,"1996","06","HOME","MIN"
1996-06-25,0,1,"Tue","NYA","AL","MIN","AL",74,1,6,"D",176,"1996","06","HOME","MIN"
1996-06-25,16641,2,"Tue","NYA","AL","MIN","AL",75,6,2,"N",172,"1996","06","VISIT","NYA"
1996-06-26,19116,0,"Wed","NYA","AL","MIN","AL",76,2,1,"D",180,"1996","06","VISIT","NYA"
1996-07-04,37295,0,"Thu","KCA","AL","MIN","AL",83,5,3,"N",178,"1996","07","VISIT","KCA"
1996-07-05,18465,0,"Fri","KCA","AL","MIN","AL",84,8,9,"N",176,"1996","07","HOME","MIN"
1996-07-06,18699,0,"Sat","KCA","AL","MIN","AL",85,8,5,"N",160,"1996","07","VISIT","KCA"
1996-07-07,14251,0,"Sun","KCA","AL","MIN","AL",86,8,2,"N",162,"1996","07","VISIT","KCA"
1996-07-11,16438,0,"Thu","CLE","AL","MIN","AL",87,11,7,"N",189,"1996","07","VISIT","CLE"
1996-07-12,18246,0,"Fri","CLE","AL","MIN","AL",88,7,5,"N",192,"1996","07","VISIT","CLE"
1996-07-13,31552,0,"Sat","CLE","AL","MIN","AL",89,19,11,"N",218,"1996","07","VISIT","CLE"
1996-07-14,25312,0,"Sun","CLE","AL","MIN","AL",90,4,5,"D",175,"1996","07","HOME","MIN"
1996-07-15,13636,0,"Mon","CHA","AL","MIN","AL",91,5,16,"N",163,"1996","07","HOME","MIN"
1996-07-16,18502,0,"Tue","CHA","AL","MIN","AL",92,11,2,"N",173,"1996","07","VISIT","CHA"
1996-07-17,20755,0,"Wed","CHA","AL","MIN","AL",93,3,4,"D",171,"1996","07","HOME","MIN"
1996-07-25,13924,0,"Thu","BOS","AL","MIN","AL",101,6,16,"N",178,"1996","07","HOME","MIN"
1996-07-26,17768,0,"Fri","BOS","AL","MIN","AL",102,1,5,"N",163,"1996","07","HOME","MIN"
1996-07-27,22128,0,"Sat","BOS","AL","MIN","AL",103,9,5,"N",194,"1996","07","VISIT","BOS"
1996-07-28,17448,0,"Sun","BOS","AL","MIN","AL",104,8,9,"D",182,"1996","07","HOME","MIN"
1996-07-30,16708,0,"Tue","BAL","AL","MIN","AL",105,16,4,"N",181,"1996","07","VISIT","BAL"
1996-07-31,15897,0,"Wed","BAL","AL","MIN","AL",106,9,3,"N",175,"1996","07","VISIT","BAL"
1996-08-01,20379,0,"Thu","BAL","AL","MIN","AL",107,4,2,"D",159,"1996","08","VISIT","BAL"
1996-08-16,19838,0,"Fri","TOR","AL","MIN","AL",121,4,5,"N",205,"1996","08","HOME","MIN"
1996-08-17,20354,0,"Sat","TOR","AL","MIN","AL",122,1,11,"N",177,"1996","08","HOME","MIN"
1996-08-18,18010,0,"Sun","TOR","AL","MIN","AL",123,6,2,"D",151,"1996","08","VISIT","TOR"
1996-08-19,21879,0,"Mon","MIL","AL","MIN","AL",124,6,1,"N",156,"1996","08","VISIT","MIL"
1996-08-20,14630,0,"Tue","MIL","AL","MIN","AL",125,7,12,"N",195,"1996","08","HOME","MIN"
1996-08-21,15885,0,"Wed","MIL","AL","MIN","AL",126,10,7,"D",205,"1996","08","VISIT","MIL"
1996-08-22,17342,0,"Thu","TEX","AL","MIN","AL",127,11,2,"N",180,"1996","08","VISIT","TEX"
1996-08-23,16166,0,"Fri","TEX","AL","MIN","AL",128,2,9,"N",179,"1996","08","HOME","MIN"
1996-08-24,16648,0,"Sat","TEX","AL","MIN","AL",129,5,6,"N",186,"1996","08","HOME","MIN"
1996-08-25,14818,0,"Sun","TEX","AL","MIN","AL",130,13,2,"D",157,"1996","08","VISIT","TEX"
1996-09-06,13006,0,"Fri","CAL","AL","MIN","AL",141,2,6,"N",163,"1996","09","HOME","MIN"
1996-09-07,51011,0,"Sat","CAL","AL","MIN","AL",142,3,6,"N",175,"1996","09","HOME","MIN"
1996-09-08,14378,0,"Sun","CAL","AL","MIN","AL",143,4,2,"D",163,"1996","09","VISIT","CAL"
1996-09-10,9676,0,"Tue","OAK","AL","MIN","AL",144,7,0,"N",158,"1996","09","VISIT","OAK"
1996-09-11,9493,0,"Wed","OAK","AL","MIN","AL",145,2,7,"N",169,"1996","09","HOME","MIN"
1996-09-12,9712,0,"Thu","OAK","AL","MIN","AL",146,3,4,"N",202,"1996","09","HOME","MIN"
1996-09-13,15510,0,"Fri","SEA","AL","MIN","AL",147,13,7,"N",202,"1996","09","VISIT","SEA"
1996-09-14,18002,0,"Sat","SEA","AL","MIN","AL",148,5,3,"D",160,"1996","09","VISIT","SEA"
1996-09-15,25142,0,"Sun","SEA","AL","MIN","AL",149,7,0,"D",157,"1996","09","VISIT","SEA"
1996-09-27,13058,0,"Fri","CHA","AL","MIN","AL",160,4,2,"N",183,"1996","09","VISIT","CHA"
1996-09-28,34008,0,"Sat","CHA","AL","MIN","AL",161,6,7,"N",206,"1996","09","HOME","MIN"
1996-09-29,13306,0,"Sun","CHA","AL","MIN","AL",162,4,5,"D",166,"1996","09","HOME","MIN"
1997-04-01,43216,0,"Tue","DET","AL","MIN","AL",1,5,7,"N",180,"1997","04","HOME","MIN"
1997-04-02,10827,0,"Wed","DET","AL","MIN","AL",2,6,7,"N",190,"1997","04","HOME","MIN"
1997-04-03,11533,0,"Thu","DET","AL","MIN","AL",3,6,10,"N",198,"1997","04","HOME","MIN"
1997-04-04,16588,0,"Fri","KCA","AL","MIN","AL",4,2,1,"N",157,"1997","04","VISIT","KCA"
1997-04-05,25711,0,"Sat","KCA","AL","MIN","AL",5,5,7,"N",192,"1997","04","HOME","MIN"
1997-04-06,14325,0,"Sun","KCA","AL","MIN","AL",6,12,2,"D",160,"1997","04","VISIT","KCA"
1997-04-16,11517,0,"Wed","ANA","AL","MIN","AL",14,2,4,"N",159,"1997","04","HOME","MIN"
1997-04-17,11646,0,"Thu","ANA","AL","MIN","AL",15,3,4,"D",204,"1997","04","HOME","MIN"
1997-04-25,16336,0,"Fri","TEX","AL","MIN","AL",22,6,3,"N",156,"1997","04","VISIT","TEX"
1997-04-26,17956,0,"Sat","TEX","AL","MIN","AL",23,6,1,"N",177,"1997","04","VISIT","TEX"
1997-04-27,17118,0,"Sun","TEX","AL","MIN","AL",24,7,3,"D",169,"1997","04","VISIT","TEX"
1997-04-29,11368,0,"Tue","BAL","AL","MIN","AL",25,6,4,"N",227,"1997","04","VISIT","BAL"
1997-04-30,12686,0,"Wed","BAL","AL","MIN","AL",26,12,3,"N",190,"1997","04","VISIT","BAL"
1997-05-01,11678,0,"Thu","BAL","AL","MIN","AL",27,3,2,"N",146,"1997","05","VISIT","BAL"
1997-05-09,13277,0,"Fri","TOR","AL","MIN","AL",35,4,1,"N",168,"1997","05","VISIT","TOR"
1997-05-10,20932,0,"Sat","TOR","AL","MIN","AL",36,6,4,"N",189,"1997","05","VISIT","TOR"
1997-05-11,32552,0,"Sun","TOR","AL","MIN","AL",37,3,2,"N",166,"1997","05","VISIT","TOR"
1997-05-12,10830,0,"Mon","TOR","AL","MIN","AL",38,2,12,"N",165,"1997","05","HOME","MIN"
1997-05-13,15082,0,"Tue","NYA","AL","MIN","AL",39,11,2,"N",204,"1997","05","VISIT","NYA"
1997-05-14,17660,0,"Wed","NYA","AL","MIN","AL",40,6,5,"D",249,"1997","05","VISIT","NYA"
1997-05-16,15311,0,"Fri","BOS","AL","MIN","AL",41,5,11,"N",163,"1997","05","HOME","MIN"
1997-05-17,18388,0,"Sat","BOS","AL","MIN","AL",42,4,0,"N",160,"1997","05","VISIT","BOS"
1997-05-18,13879,0,"Sun","BOS","AL","MIN","AL",43,5,7,"D",160,"1997","05","HOME","MIN"
1997-05-23,36568,0,"Fri","OAK","AL","MIN","AL",46,8,4,"N",184,"1997","05","VISIT","OAK"
1997-05-24,35745,0,"Sat","OAK","AL","MIN","AL",47,4,7,"N",166,"1997","05","HOME","MIN"
1997-05-25,37408,0,"Sun","OAK","AL","MIN","AL",48,6,7,"N",217,"1997","05","HOME","MIN"
1997-05-26,14134,0,"Mon","SEA","AL","MIN","AL",49,13,8,"D",212,"1997","05","VISIT","SEA"
1997-05-27,14629,0,"Tue","SEA","AL","MIN","AL",50,10,11,"N",219,"1997","05","HOME","MIN"
1997-05-28,14118,0,"Wed","MIL","AL","MIN","AL",51,1,3,"N",148,"1997","05","HOME","MIN"
1997-05-29,14642,0,"Thu","MIL","AL","MIN","AL",52,7,4,"D",166,"1997","05","VISIT","MIL"
1997-06-05,10503,0,"Thu","ANA","AL","MIN","AL",58,3,0,"N",161,"1997","06","VISIT","ANA"
1997-06-06,21045,0,"Fri","ANA","AL","MIN","AL",59,7,9,"N",197,"1997","06","HOME","MIN"
1997-06-07,16395,0,"Sat","ANA","AL","MIN","AL",60,1,6,"N",156,"1997","06","HOME","MIN"
1997-06-08,15356,0,"Sun","ANA","AL","MIN","AL",61,8,6,"D",166,"1997","06","VISIT","ANA"
1997-06-10,13864,0,"Tue","TEX","AL","MIN","AL",62,1,10,"N",170,"1997","06","HOME","MIN"
1997-06-11,11498,0,"Wed","TEX","AL","MIN","AL",63,9,6,"N",197,"1997","06","VISIT","TEX"
1997-06-16,16007,0,"Mon","PIT","NL","MIN","AL",67,8,6,"N",161,"1997","06","VISIT","PIT"
1997-06-17,14894,0,"Tue","PIT","NL","MIN","AL",68,1,13,"N",151,"1997","06","HOME","MIN"
1997-06-18,15688,0,"Wed","PIT","NL","MIN","AL",69,2,8,"D",156,"1997","06","HOME","MIN"
1997-06-26,12807,0,"Thu","CHA","AL","MIN","AL",75,11,1,"N",176,"1997","06","VISIT","CHA"
1997-06-27,15095,0,"Fri","CHA","AL","MIN","AL",76,10,6,"N",180,"1997","06","VISIT","CHA"
1997-06-28,22139,0,"Sat","CHA","AL","MIN","AL",77,5,11,"N",165,"1997","06","HOME","MIN"
1997-06-29,23655,0,"Sun","CHA","AL","MIN","AL",78,6,4,"D",202,"1997","06","VISIT","CHA"
1997-07-10,13605,0,"Thu","CLE","AL","MIN","AL",86,2,8,"N",189,"1997","07","HOME","MIN"
1997-07-11,14400,0,"Fri","CLE","AL","MIN","AL",87,5,1,"N",148,"1997","07","VISIT","CLE"
1997-07-12,30055,0,"Sat","CLE","AL","MIN","AL",88,7,2,"N",159,"1997","07","VISIT","CLE"
1997-07-13,16734,0,"Sun","CLE","AL","MIN","AL",89,12,5,"D",217,"1997","07","VISIT","CLE"
1997-07-14,15750,0,"Mon","CHA","AL","MIN","AL",90,3,5,"N",175,"1997","07","HOME","MIN"
1997-07-15,14506,0,"Tue","CHA","AL","MIN","AL",91,4,8,"N",159,"1997","07","HOME","MIN"
1997-07-22,14232,0,"Tue","KCA","AL","MIN","AL",97,2,3,"N",161,"1997","07","HOME","MIN"
1997-07-23,11944,0,"Wed","KCA","AL","MIN","AL",98,5,1,"N",159,"1997","07","VISIT","KCA"
1997-07-24,21533,0,"Thu","KCA","AL","MIN","AL",99,5,3,"D",150,"1997","07","VISIT","KCA"
1997-07-25,21524,0,"Fri","BAL","AL","MIN","AL",100,2,5,"N",150,"1997","07","HOME","MIN"
1997-07-26,24806,0,"Sat","BAL","AL","MIN","AL",101,2,1,"N",243,"1997","07","VISIT","BAL"
1997-07-27,19702,0,"Sun","BAL","AL","MIN","AL",102,9,0,"D",146,"1997","07","VISIT","BAL"
1997-08-04,19018,0,"Mon","TOR","AL","MIN","AL",110,3,9,"N",198,"1997","08","HOME","MIN"
1997-08-05,17920,0,"Tue","TOR","AL","MIN","AL",111,8,3,"D",151,"1997","08","VISIT","TOR"
1997-08-06,12450,0,"Wed","BOS","AL","MIN","AL",112,5,2,"N",151,"1997","08","VISIT","BOS"
1997-08-07,11899,0,"Thu","BOS","AL","MIN","AL",113,7,6,"N",188,"1997","08","VISIT","BOS"
1997-08-08,24201,0,"Fri","NYA","AL","MIN","AL",114,1,9,"N",177,"1997","08","HOME","MIN"
1997-08-09,42151,0,"Sat","NYA","AL","MIN","AL",115,4,1,"N",186,"1997","08","VISIT","NYA"
1997-08-10,28580,0,"Sun","NYA","AL","MIN","AL",116,9,6,"D",217,"1997","08","VISIT","NYA"
1997-08-11,22301,0,"Mon","NYA","AL","MIN","AL",117,11,0,"N",192,"1997","08","VISIT","NYA"
1997-08-25,15245,0,"Mon","DET","AL","MIN","AL",129,7,6,"N",229,"1997","08","VISIT","DET"
1997-08-26,10562,0,"Tue","DET","AL","MIN","AL",130,2,8,"N",152,"1997","08","HOME","MIN"
1997-08-27,10441,0,"Wed","DET","AL","MIN","AL",131,0,2,"N",133,"1997","08","HOME","MIN"
1997-08-29,12155,0,"Fri","CIN","NL","MIN","AL",132,5,3,"N",173,"1997","08","VISIT","CIN"
1997-08-30,17831,0,"Sat","CIN","NL","MIN","AL",133,1,4,"N",139,"1997","08","HOME","MIN"
1997-08-31,13092,0,"Sun","CIN","NL","MIN","AL",134,6,8,"D",165,"1997","08","HOME","MIN"
1997-09-04,10234,0,"Thu","SEA","AL","MIN","AL",138,9,6,"N",206,"1997","09","VISIT","SEA"
1997-09-05,20152,0,"Fri","SEA","AL","MIN","AL",139,10,6,"N",193,"1997","09","VISIT","SEA"
1997-09-06,20064,0,"Sat","SEA","AL","MIN","AL",140,9,0,"N",159,"1997","09","VISIT","SEA"
1997-09-07,12291,0,"Sun","SEA","AL","MIN","AL",141,6,9,"D",175,"1997","09","HOME","MIN"
1997-09-08,9363,0,"Mon","OAK","AL","MIN","AL",142,2,7,"N",152,"1997","09","HOME","MIN"
1997-09-09,9705,0,"Tue","OAK","AL","MIN","AL",143,5,1,"D",162,"1997","09","VISIT","OAK"
1997-09-17,9512,0,"Wed","CLE","AL","MIN","AL",150,7,6,"N",173,"1997","09","VISIT","CLE"
